"","dataset","header"
"5127",512,"Entity"
"5128",512,"Date"
"5129",512,"Expense Type"
"5130",512,"Expense Area"
"5131",512,"Supplier"
"5132",512,"Transaction Number"
"5133",512,"Amount"
"5134",512,"Vat No"
"5135",513,"Department Family"
"5136",513,"Entity"
"5137",513,"Date"
"5138",513,"Expense Type"
"5139",513,"Expense Area"
"5140",513,"Supplier"
"5141",513,"Transaction Number"
"5142",513,"Amount"
"5143",513,"Vat No"
"5144",514,"Department Family"
"5145",514,"Entity"
"5146",514,"Date"
"5147",514,"Expense Type"
"5148",514,"Expense Area"
"5149",514,"Supplier"
"5150",514,"Transaction Number"
"5151",514,"Amount"
"5152",514,"Vat No"
"5153",515,"Department Family"
"5154",515,"Entity"
"5155",515,"Date"
"5156",515,"Expense Type"
"5157",515,"Expense Area"
"5158",515,"Supplier"
"5159",515,"Transaction Number"
"5160",515,"Amount"
"5161",515,"Vat No"
"5162",516,"Department Family"
"5163",516,"Entity"
"5164",516,"Date"
"5165",516,"Expense Type"
"5166",516,"Expense Area"
"5167",516,"Supplier"
"5168",516,"Transaction Number"
"5169",516,"Amount"
"5170",516,"Vat No"
"5171",517,"Department Family"
"5172",517,"Entity"
"5173",517,"Date"
"5174",517,"Expense Type"
"5175",517,"Expense Area"
"5176",517,"Supplier"
"5177",517,"Transaction Number"
"5178",517,"Amount"
"5179",517,"Vat No"
"5180",518,"Department Family"
"5181",518,"Entity"
"5182",518,"Date"
"5183",518,"Expense Type"
"5184",518,"Expense Area"
"5185",518,"Supplier"
"5186",518,"Transaction Number"
"5187",518,"Amount"
"5188",518,"Vat No"
"5189",519,"Department Family"
"5190",519,"Entity"
"5191",519,"Date"
"5192",519,"Expense Type"
"5193",519,"Expense Area"
"5194",519,"Supplier"
"5195",519,"Transaction Number"
"5196",519,"Amount"
"5197",519,"Vat No"
"5198",520,"Department Family"
"5199",520,"Entity"
"5200",520,"Date"
"5201",520,"Expense Type"
"5202",520,"Expense Area"
"5203",520,"Supplier"
"5204",520,"Transaction Number"
"5205",520,"Amount"
"5206",520,"Vat No"
"5207",521,"Department Family"
"5208",521,"Entity"
"5209",521,"Date"
"5210",521,"Expense Type"
"5211",521,"Expense Area"
"5212",521,"Supplier"
"5213",521,"Transaction Number"
"5214",521,"Amount"
"5215",521,"Vat No"
"5216",522,"Department Family"
"5217",522,"Entity"
"5218",522,"Date"
"5219",522,"Expense Type"
"5220",522,"Expense Area"
"5221",522,"Supplier"
"5222",522,"Transaction Number"
"5223",522,"Amount"
"5224",522,"Vat No"
"5225",523,"Department Family"
"5226",523,"Entity"
"5227",523,"Date"
"5228",523,"Expense Type"
"5229",523,"Expense Area"
"5230",523,"Supplier"
"5231",523,"Transaction Number"
"5232",523,"Amount"
"5233",523,"Vat No"
"5234",524,"Department Family"
"5235",524,"Entity"
"5236",524,"Date"
"5237",524,"Expense Type"
"5238",524,"Expense Area"
"5239",524,"Supplier"
"5240",524,"Transaction Number"
"5241",524,"Amount"
"5242",524,"Vat No"
"5243",525,"Department Family"
"5244",525,"Entity"
"5245",525,"Date"
"5246",525,"Expense Type"
"5247",525,"Expense Area"
"5248",525,"Supplier"
"5249",525,"Transaction Number"
"5250",525,"Amount"
"5251",525,"Vat No"
"5252",526,"Department Family"
"5253",526,"Entity"
"5254",526,"Date"
"5255",526,"Expense Type"
"5256",526,"Expense Area"
"5257",526,"Supplier"
"5258",526,"Transaction Number"
"5259",526,"Amount"
"5260",526,"Vat No"
"5261",527,"Department Family"
"5262",527,"Entity"
"5263",527,"Date"
"5264",527,"Expense Type"
"5265",527,"Expense Area"
"5266",527,"Supplier"
"5267",527,"Transaction Number"
"5268",527,"Amount"
"5269",527,"Vat No"
"5270",528,"Department Family"
"5271",528,"Entity"
"5272",528,"Date"
"5273",528,"Expense Type"
"5274",528,"Expense Area"
"5275",528,"Supplier"
"5276",528,"Transaction Number"
"5277",528,"Amount"
"5278",528,"Vat No"
"5279",529,"Department Family"
"5280",529,"Entity"
"5281",529,"Date"
"5282",529,"Expense Type"
"5283",529,"Expense Area"
"5284",529,"Supplier"
"5285",529,"Transaction Number"
"5286",529,"Amount"
"5287",529,"Vat No"
"5288",530,"Department Family"
"5289",530,"Entity"
"5290",530,"Date"
"5291",530,"Expense Type"
"5292",530,"Expense Area"
"5293",530,"Supplier"
"5294",530,"Transaction Number"
"5295",530,"Amount"
"5296",530,"Vat No"
"5297",531,"Department Family"
"5298",531,"Entity"
"5299",531,"Date"
"5300",531,"Expense Type"
"5301",531,"Expense Area"
"5302",531,"Supplier"
"5303",531,"Transaction Number"
"5304",531,"Amount"
"5305",531,"Vat No"
"5306",532,"Department Family"
"5307",532,"Entity"
"5308",532,"Date"
"5309",532,"Expense Type"
"5310",532,"Expense Area"
"5311",532,"Supplier"
"5312",532,"Transaction Number"
"5313",532,"Amount"
"5314",532,"Vat No"
"5315",533,"Department Family"
"5316",533,"Entity"
"5317",533,"Date"
"5318",533,"Expense Type"
"5319",533,"Expense Area"
"5320",533,"Supplier"
"5321",533,"Transaction Number"
"5322",533,"Amount"
"5323",533,"Vat No"
"5324",534,"Department Family"
"5325",534,"Entity"
"5326",534,"Date"
"5327",534,"Expense Type"
"5328",534,"Expense Area"
"5329",534,"Supplier"
"5330",534,"Transaction Number"
"5331",534,"Amount"
"5332",534,"Vat No"
"5333",535,"Department Family"
"5334",535,"Entity"
"5335",535,"Date"
"5336",535,"Expense Type"
"5337",535,"Expense Area"
"5338",535,"Supplier"
"5339",535,"Transaction Number"
"5340",535,"Amount"
"5341",535,"Vat No"
"5342",536,"Department Family"
"5343",536,"Entity"
"5344",536,"Date"
"5345",536,"Expense Type"
"5346",536,"Expense Area"
"5347",536,"Supplier"
"5348",536,"Transaction Number"
"5349",536,"Amount"
"5350",536,"Vat No"
"5351",537,"Department Family"
"5352",537,"Entity"
"5353",537,"Date"
"5354",537,"Expense Type"
"5355",537,"Expense Area"
"5356",537,"Supplier"
"5357",537,"Transaction Number"
"5358",537,"Amount"
"5359",537,"Vat No"
"5360",538,"Department Family"
"5361",538,"Entity"
"5362",538,"Date"
"5363",538,"Expense Type"
"5364",538,"Expense Area"
"5365",538,"Supplier"
"5366",538,"Transaction Number"
"5367",538,"Amount"
"5368",538,"Vat No"
"5369",539,"Department family"
"5370",539,"Entity"
"5371",539,"Date"
"5372",539,"Expense type"
"5373",539,"Expense area"
"5374",539,"Supplier"
"5375",539,"Transaction number"
"5376",539,"Amount"
"5377",539,"VAT registration number"
"5378",540,"Department family"
"5379",540,"Entity"
"5380",540,"Date"
"5381",540,"Expense type"
"5382",540,"Expense area"
"5383",540,"Supplier"
"5384",540,"Transaction number"
"5385",540,"Amount"
"5386",540,"VAT registration number"
"5387",541,"Department family"
"5388",541,"Entity"
"5389",541,"Date"
"5390",541,"Expense type"
"5391",541,"Expense area"
"5392",541,"Supplier"
"5393",541,"Transaction number"
"5394",541,"Amount"
"5395",541,"VAT registration number"
"5396",542,"Department family"
"5397",542,"Entity"
"5398",542,"Date"
"5399",542,"Expense type"
"5400",542,"Expense area"
"5401",542,"Supplier"
"5402",542,"Transaction number"
"5403",542,"Amount"
"5404",542,"VAT registration number"
"5405",543,"Department family"
"5406",543,"Entity"
"5407",543,"Date"
"5408",543,"Expense type"
"5409",543,"Expense area"
"5410",543,"Supplier"
"5411",543,"Transaction number"
"5412",543,"Amount"
"5413",543,"VAT registration number"
"5414",544,"Department family"
"5415",544,"Entity"
"5416",544,"Date"
"5417",544,"Expense type"
"5418",544,"Expense area"
"5419",544,"Supplier"
"5420",544,"Transaction number"
"5421",544,"Amount"
"5422",544,"VAT registration number"
"5423",545,"Department family"
"5424",545,"Entity"
"5425",545,"Date "
"5426",545,"Expense type"
"5427",545,"Expense area"
"5428",545,"Supplier"
"5429",545,"Transaction number"
"5430",545,"Amount"
"5431",545,"VAT registration number"
"5432",546,"Department family"
"5433",546,"Entity"
"5434",546,"Date"
"5435",546,"Expenese type"
"5436",546,"Expense area"
"5437",546,"Supplier"
"5438",546,"Transaction number"
"5439",546,"Amount"
"5440",546,"VAT registration number "
"5441",547,"Department family"
"5442",547,"Entity"
"5443",547,"Date"
"5444",547,"Expenese type"
"5445",547,"Expense area"
"5446",547,"Supplier"
"5447",547,"Transaction number"
"5448",547,"Amount"
"5449",547,"VAT registration number "
"5450",548,"Department family"
"5451",548,"Entity"
"5452",548,"Date"
"5453",548,"Expense type"
"5454",548,"Expense area"
"5455",548,"Supplier"
"5456",548,"Transaction number"
"5457",548,"Amount"
"5458",548,"VAT registration number "
"5459",549,"Department family"
"5460",549,"Entity"
"5461",549,"Date"
"5462",549,"Expense type"
"5463",549,"Expense area"
"5464",549,"Supplier"
"5465",549,"Transaction number"
"5466",549,"Amount"
"5467",549,"VAT registration number "
"5468",550,"Department family"
"5469",550,"Entity"
"5470",550,"Date"
"5471",550,"Expense type"
"5472",550,"Expense area"
"5473",550,"Supplier"
"5474",550,"Transaction number"
"5475",550,"Amount"
"5476",550,"VAT registration number "
"5477",551,"Department family"
"5478",551,"Entity"
"5479",551,"Date"
"5480",551,"Expense type"
"5481",551,"Expense area"
"5482",551,"Supplier"
"5483",551,"Transaction number"
"5484",551,"Amount"
"5485",551,"VAT registration number "
"5486",552,"Department family"
"5487",552,"Entity"
"5488",552,"Date"
"5489",552,"Expense type"
"5490",552,"Expense area"
"5491",552,"Supplier"
"5492",552,"Transaction number"
"5493",552,"Amount"
"5494",552,"VAT registration number "
"5495",553,"Department family"
"5496",553,"Entity"
"5497",553,"Date"
"5498",553,"Expenese type"
"5499",553,"Expense area"
"5500",553,"Supplier"
"5501",553,"Transaction number"
"5502",553,"Amount"
"5503",553,"VAT registration number "
"5504",554,"Department Family"
"5505",554,"Entity"
"5506",554,"Date"
"5507",554,"Expense Type"
"5508",554,"Expense Area"
"5509",554,"Supplier"
"5510",554,"Transaction Number"
"5511",554,"Amount"
"5512",555,"Department Family"
"5513",555,"Entity"
"5514",555,"Date"
"5515",555,"Expense Type"
"5516",555,"Expense Area"
"5517",555,"Supplier"
"5518",555,"Transaction Number"
"5519",555,"Amount"
"5520",556,"Department Family"
"5521",556,"Entity"
"5522",556,"Date"
"5523",556,"Expense Type"
"5524",556,"Expense Area"
"5525",556,"Supplier"
"5526",556,"Transaction Number"
"5527",556,"Amount"
"5528",557,"Department Family"
"5529",557,"Entity"
"5530",557,"Date"
"5531",557,"Expense Type"
"5532",557,"Expense Area"
"5533",557,"Supplier"
"5534",557,"Transaction Number"
"5535",557,"Amount"
"5536",558,"Department Family"
"5537",558,"Entity"
"5538",558,"Date"
"5539",558,"Expense Type"
"5540",558,"Expense Area"
"5541",558,"Supplier"
"5542",558,"Transaction Number"
"5543",558,"Amount"
"5544",559,"Department Family"
"5545",559,"Entity"
"5546",559,"Date"
"5547",559,"Expense Type"
"5548",559,"Expense Area"
"5549",559,"Supplier"
"5550",559,"Transaction Number"
"5551",559,"Amount"
"5552",560,"Department Family"
"5553",560,"Entity"
"5554",560,"Date"
"5555",560,"Expense Type"
"5556",560,"Expense Area"
"5557",560,"Supplier"
"5558",560,"Transaction Number"
"5559",560,"Amount"
"5560",561,"Department Family"
"5561",561,"Entity"
"5562",561,"Date"
"5563",561,"Expense Type"
"5564",561,"Expense Area"
"5565",561,"Supplier"
"5566",561,"Transaction Number"
"5567",561,"Amount"
"5568",562,"Department Family"
"5569",562,"Entity"
"5570",562,"Date"
"5571",562,"Expense Type"
"5572",562,"Expense Area"
"5573",562,"Supplier"
"5574",562,"Transaction Number"
"5575",562,"Amount"
"5576",563,"Department Family"
"5577",563,"Entity"
"5578",563,"Date"
"5579",563,"Expense Type"
"5580",563,"Expense Area"
"5581",563,"Supplier"
"5582",563,"Transaction Number"
"5583",563,"Amount"
"5584",564,"Department Family"
"5585",564,"Entity"
"5586",564,"Date"
"5587",564,"Expense Type"
"5588",564,"Expense Area"
"5589",564,"Supplier"
"5590",564,"Transaction Number"
"5591",564,"Amount"
"5592",565,"Department Family"
"5593",565,"Entity"
"5594",565,"Date"
"5595",565,"Expense Type"
"5596",565,"Expense Area"
"5597",565,"Supplier"
"5598",565,"Transaction Number"
"5599",565,"Amount"
"5600",566,"Department Family"
"5601",566,"Entity"
"5602",566,"Date"
"5603",566,"Expense Type"
"5604",566,"Expense Area"
"5605",566,"Supplier"
"5606",566,"Transaction Number"
"5607",566,"Amount"
"5608",567,"Department Family"
"5609",567,"Entity"
"5610",567,"Date"
"5611",567,"Expense Type"
"5612",567,"Expense Area"
"5613",567,"Supplier"
"5614",567,"Transaction Number"
"5615",567,"Amount"
"5616",568,"Department Family"
"5617",568,"Entity"
"5618",568,"Date"
"5619",568,"Expense Type"
"5620",568,"Expense Area"
"5621",568,"Supplier"
"5622",568,"Transaction Number"
"5623",568,"Amount"
"5624",569,"Department Family"
"5625",569,"Entity"
"5626",569,"Date"
"5627",569,"Expense Type"
"5628",569,"Expense Area"
"5629",569,"Supplier"
"5630",569,"Transaction Number"
"5631",569,"Amount"
"5632",570,"Department Family"
"5633",570,"Entity"
"5634",570,"Date"
"5635",570,"Expense Type"
"5636",570,"Expense Area"
"5637",570,"Supplier"
"5638",570,"Transaction Number"
"5639",570,"Amount"
"5640",571,"Department Family"
"5641",571,"Entity"
"5642",571,"Date"
"5643",571,"Expense Type"
"5644",571,"Expense Area"
"5645",571,"Supplier"
"5646",571,"Transaction Number"
"5647",571,"Amount"
"5648",572,"Department Family"
"5649",572,"Entity"
"5650",572,"Date"
"5651",572,"Expense Type"
"5652",572,"Expense Area"
"5653",572,"Supplier"
"5654",572,"Transaction Number"
"5655",572,"Amount"
"5656",573,"Department Family"
"5657",573,"Entity"
"5658",573,"Date"
"5659",573,"Expense Type"
"5660",573,"Expense Area"
"5661",573,"Supplier"
"5662",573,"Transaction Number"
"5663",573,"AP Amount"
"5664",573,"Purchase Invoice Number"
"5665",574,"Department Family"
"5666",574,"Entity"
"5667",574,"Date"
"5668",574,"Expense Type"
"5669",574,"Expense Area"
"5670",574,"Supplier"
"5671",574,"Transaction Number"
"5672",574,"AP Amount"
"5673",574,"Purchase Invoice Number"
"5674",575,"Department Family"
"5675",575,"Entity"
"5676",575,"Date"
"5677",575,"Expense Type"
"5678",575,"Expense Area"
"5679",575,"Supplier"
"5680",575,"Transaction Number"
"5681",575,"AP Amount"
"5682",575,"Purchase Invoice Number"
"5683",576,"Department Family"
"5684",576,"Entity"
"5685",576,"Date"
"5686",576,"Expense Type"
"5687",576,"Expense Area"
"5688",576,"Supplier"
"5689",576,"Transaction Number"
"5690",576,"AP Amount"
"5691",576,"Purchase Invoice Number"
"5692",577,"Department Family"
"5693",577,"Entity"
"5694",577,"Date"
"5695",577,"Expense Type"
"5696",577,"Expense Area"
"5697",577,"Supplier"
"5698",577,"Transaction Number"
"5699",577,"AP Amount"
"5700",578,"Department Family"
"5701",578,"Entity"
"5702",578,"Transaction Date"
"5703",578,"Expense Type"
"5704",578,"Expense Area"
"5705",578,"SupplierName"
"5706",578,"Transaction Number"
"5707",578," amount "
"5708",579,"Department Family"
"5709",579,"Entity"
"5710",579,"Transaction Date"
"5711",579,"Expense Type"
"5712",579,"Expense Area"
"5713",579,"SupplierName"
"5714",579,"Transaction Number"
"5715",579," amount "
"5716",580,"Department"
"5717",580,"Entity"
"5718",580,"PaidDate"
"5719",580,"Expense Type"
"5720",580,"Expense Area"
"5721",580,"SupplierName"
"5722",580,"voucher_no"
"5723",580,"amount"
"5724",581,"Department"
"5725",581,"Entity"
"5726",581,"Paid Date"
"5727",581,"Expense Type"
"5728",581,"Expense Area"
"5729",581,"Supplier Name"
"5730",581,"Voucher_no"
"5731",581,"Amount"
"5732",582,"Department"
"5733",582,"entity"
"5734",582,"PaidDate"
"5735",582,"Expense Type"
"5736",582,"Expense Area"
"5737",582,"SupplierName"
"5738",582,"voucher_no"
"5739",582,"Voucher Descrption"
"5740",582," amount "
"5741",583,"Department"
"5742",583,"Entity"
"5743",583,"Transaction Date"
"5744",583,"SupplierName"
"5745",583,"amount"
"5746",583,"Expense Type"
"5747",583,"Expense Area"
"5748",583,"Voucher Description published admin over £25000"
"5749",583,"Transaction Number"
"5750",584,"Department"
"5751",584,"Entity"
"5752",584,"Transaction Date"
"5753",584,"Supplier Name"
"5754",584,"Expense Type"
"5755",584,"Expense Area "
"5756",584,"Trasnsaction Number"
"5757",584,"Amount "
"5758",585,"Department"
"5759",585,"Entity"
"5760",585,"Transaction Date"
"5761",585,"Supplier Name Published"
"5762",585,"Amount Published"
"5763",585,"Expense Type Published"
"5764",585,"Expense Area Published"
"5765",585,"Expense Description published for admin spend above £25,000 only"
"5766",585,"Transaction Number"
"5767",586,"Department"
"5768",586,"Entity"
"5769",586,"Transaction Date"
"5770",586,"Supplier Name "
"5771",586,"Amount "
"5772",586,"Expense Type"
"5773",586,"Expense Area"
"5774",586,"Expenses  Description"
"5775",587,"Department"
"5776",587,"Entity"
"5777",587,"Transaction Date"
"5778",587,"Supplier Name "
"5779",587,"Amount "
"5780",587,"Expense Type"
"5781",587,"Expense Area"
"5782",587,"Expense description"
"5783",588,"Department"
"5784",588,"Entity"
"5785",588,"Transaction Date"
"5786",588,"Supplier Name
"
"5787",588,"Amount "
"5788",588,"Expenses Type 
"
"5789",588,"Expenses Area
"
"5790",588,"Expenses Type 
"
"5791",588,"Expenses  Description"
"5792",589,"Department"
"5793",589,"Entity "
"5794",589,"Transaction date"
"5795",589,"Supplier Name"
"5796",589,"amount"
"5797",589,"Expenses type "
"5798",589,"Expenses area "
"5799",589,"Expenses  Description "
"5800",589,"Component Code "
"5801",590,"Department"
"5802",590,"Entity"
"5803",590,"Transaction date"
"5804",590,"Supplier Name
"
"5805",590,"Amount
"
"5806",590,"Expenses Type 
"
"5807",590,"Expenses Area"
"5808",590,"Transaction Description
"
"5809",591,"Department"
"5810",591,"Entity"
"5811",591,"Transaction Date "
"5812",591,"Supplier Name"
"5813",591," Amount"
"5814",591,"Expense Type"
"5815",591,"Expense Area"
"5816",592,"Department"
"5817",592,"Entity"
"5818",592,"Transaction Date"
"5819",592,"Supplier Name"
"5820",592,"Amount"
"5821",592,"Expense Type"
"5822",592,"Expense Area"
"5823",593,"Department family"
"5824",593,"Entity"
"5825",593,"Date"
"5826",593,"Expense type"
"5827",593,"Expense area"
"5828",593,"Supplier"
"5829",593,"Transaction number"
"5830",593,"Amount"
"5831",593,"VAT registration number"
"5832",594,"Department family"
"5833",594,"Entity"
"5834",594,"Date"
"5835",594,"Expense type"
"5836",594,"Expense area"
"5837",594,"Supplier"
"5838",594,"Transaction number"
"5839",594,"Amount"
"5840",594,"VAT registration number"
"5841",595,"Department family"
"5842",595,"Entity"
"5843",595,"Date"
"5844",595,"Expense type"
"5845",595,"Expense area"
"5846",595,"Supplier"
"5847",595,"Transaction number"
"5848",595,"Amount"
"5849",595,"VAT registration number"
"5850",596,"Department family"
"5851",596,"Entity"
"5852",596,"Date"
"5853",596,"Expense type"
"5854",596,"Expense area"
"5855",596,"Supplier"
"5856",596,"Transaction number"
"5857",596,"Amount"
"5858",596,"VAT registration number"
"5859",597,"Department family"
"5860",597,"Entity"
"5861",597,"Date"
"5862",597,"Expense type"
"5863",597,"Expense area"
"5864",597,"Supplier"
"5865",597,"Transaction number"
"5866",597,"Amount"
"5867",597,"VAT registration number"
"5868",598,"Department family"
"5869",598,"Entity"
"5870",598,"Date"
"5871",598,"Expense type"
"5872",598,"Expense area"
"5873",598,"Supplier"
"5874",598,"Transaction number"
"5875",598,"Amount"
"5876",598,"VAT registration number"
"5877",599,"Department family"
"5878",599,"Entity"
"5879",599,"Date"
"5880",599,"Expense type"
"5881",599,"Expense area"
"5882",599,"Supplier"
"5883",599,"Transaction number"
"5884",599,"Amount"
"5885",599,"VAT registration number"
"5886",600,"Department family"
"5887",600,"Entity"
"5888",600,"Date"
"5889",600,"Expense type"
"5890",600,"Expense area"
"5891",600,"Supplier"
"5892",600,"Transaction number"
"5893",600,"Amount"
"5894",600,"VAT registration number"
"5895",601,"Department family"
"5896",601,"Entity"
"5897",601,"Date"
"5898",601,"Expense type"
"5899",601,"Expense area"
"5900",601,"Supplier"
"5901",601,"Transaction number"
"5902",601,"Amount"
"5903",601,"VAT registration number"
"5904",602,"#NAME?"
"5905",602,"Entity"
"5906",602,"Date"
"5907",602,"Expense type"
"5908",602,"Expense area"
"5909",602,"Supplier"
"5910",602,"Transaction number"
"5911",602,"Amount"
"5912",602,"VAT registration number"
"5913",603,"Department family"
"5914",603,"Entity"
"5915",603,"Date"
"5916",603,"Expense type"
"5917",603,"Expense area"
"5918",603,"Supplier"
"5919",603,"Transaction number"
"5920",603,"Amount"
"5921",603,"VAT registration number"
"5922",604,"#NAME?"
"5923",604,"Entity"
"5924",604,"Date"
"5925",604,"Expense type"
"5926",604,"Expense area"
"5927",604,"Supplier"
"5928",604,"Transaction number"
"5929",604,"Amount"
"5930",604,"VAT registration number"
"5931",605,"#NAME?"
"5932",605,"Entity"
"5933",605,"Date"
"5934",605,"Expense type"
"5935",605,"Expense area"
"5936",605,"Supplier"
"5937",605,"Transaction number"
"5938",605,"Amount"
"5939",605,"VAT registration number"
"5940",606,"#NAME?"
"5941",606,"Entity"
"5942",606,"Date"
"5943",606,"Expense type"
"5944",606,"Expense area"
"5945",606,"Supplier"
"5946",606,"Transaction number"
"5947",606,"Amount"
"5948",606,"VAT registration number"
"5949",607,"#NAME?"
"5950",607,"Entity"
"5951",607,"Date"
"5952",607,"Expense type"
"5953",607,"Expense area"
"5954",607,"Supplier"
"5955",607,"Transaction number"
"5956",607,"Amount"
"5957",607,"VAT registration number"
"5958",608,"#NAME?"
"5959",608,"Entity"
"5960",608,"Date"
"5961",608,"Expense type"
"5962",608,"Expense area"
"5963",608,"Supplier"
"5964",608,"Transaction number"
"5965",608,"Amount"
"5966",608,"VAT registration number"
"5967",609,"#NAME?"
"5968",609,"Entity"
"5969",609,"Date"
"5970",609,"Expense type"
"5971",609,"Expense area"
"5972",609,"Supplier"
"5973",609,"Transaction number"
"5974",609,"Amount"
"5975",609,"VAT registration number"
"5976",610,"Department family"
